Rk,Season,Team,W,Completions,PassAttempts,PassYD,PassTD,Int,RushYD,RushTD,PointsAgainst,XPA,XPM,FGA,FGM,SafetiesByTeam
398,2001,PIT,13,274,454,3113,16,12,2774,17,212,37,34,44,30,0
399,2000,PIT,9,217,439,2518,12,10,2248,19,255,33,32,30,25,1
400,1999,PIT,6,301,535,2883,19,18,1991,14,320,31,30,29,25,0
401,1998,PIT,7,274,489,2552,13,20,2034,8,303,23,23,32,26,0
402,1997,PIT,11,253,466,3063,22,19,2479,19,307,40,40,25,22,0
403,1996,PIT,10,246,456,2841,15,19,2299,18,257,37,37,30,23,0
404,1995,PIT,11,348,592,3917,21,21,1852,17,327,39,39,41,34,0
405,1994,PIT,12,266,463,2964,17,9,2180,15,234,32,32,29,24,0
406,1993,PIT,9,299,540,3232,16,12,2003,13,281,32,32,30,28,0
407,1992,PIT,11,249,431,2750,15,14,2156,13,225,31,29,36,28,0
408,1991,PIT,7,259,476,2954,20,16,1627,8,344,31,31,33,23,0
409,1990,PIT,9,237,408,2645,20,15,1880,11,240,32,32,25,20,1
410,1989,PIT,9,210,404,2178,10,13,1818,17,326,28,28,30,21,0
411,1988,PIT,5,226,489,2976,15,20,2228,17,421,35,34,36,28,1
412,1987,PIT,8,198,429,2266,13,25,2144,11,299,31,31,29,22,1
413,1986,PIT,6,238,491,2588,16,20,2223,18,336,32,32,32,21,1
414,1985,PIT,7,254,512,3173,23,27,2177,14,355,40,40,42,33,0
415,1984,PIT,9,240,443,3241,25,25,2179,13,310,45,45,32,24,0
416,1983,PIT,10,211,409,2404,15,23,2610,17,303,39,38,31,27,1
417,1982,PIT,6,141,275,1783,17,16,1187,7,146,22,22,12,10,1
418,1981,PIT,8,247,461,3226,25,19,2372,21,297,46,38,17,12,0
419,1980,PIT,9,250,484,3568,26,24,1986,15,313,42,39,28,19,2
420,1979,PIT,12,272,492,3655,26,26,2603,25,262,52,50,30,18,0
421,1978,PIT,14,212,380,2699,28,22,2297,16,195,45,44,26,12,0
422,1977,PIT,9,173,341,2387,17,21,2258,20,243,37,34,14,9,0
423,1976,PIT,10,143,277,1666,10,12,2971,33,138,43,40,26,14,1
424,1975,PIT,12,191,337,2254,21,12,2633,22,162,46,44,21,17,1
425,1974,PIT,10,166,386,1958,12,21,2417,19,189,35,33,29,20,1
426,1973,PIT,10,140,309,1927,20,26,2143,12,210,37,36,43,29,1
427,1972,PIT,11,156,324,1711,12,12,2520,22,175,36,35,41,28,1
428,1971,PIT,6,214,414,2124,15,26,1758,10,292,27,27,27,17,0
429,1970,PIT,5,150,384,2037,12,32,1715,13,272,25,24,28,10,0
430,1969,PIT,1,176,391,2084,17,29,1542,8,404,26,26,26,12,0
431,1968,PIT,2,211,451,2479,22,26,1721,7,397,32,28,21,8,0
432,1967,PIT,4,214,442,2511,19,29,1397,13,320,35,35,22,12,0
433,1966,PIT,5,188,401,2354,18,22,1092,13,347,35,35,32,21,1
434,1993,PHO,7,310,522,3404,21,20,1809,12,269,37,37,28,21,2
435,1992,PHO,4,298,517,3086,15,24,1491,11,332,29,28,26,13,1
436,1991,PHO,4,254,492,2667,10,25,1295,6,344,19,19,30,21,0
437,1990,PHO,5,238,439,2833,16,18,1912,13,396,31,31,27,17,0
438,1989,PHO,5,279,523,3280,17,30,1361,10,377,29,28,26,18,1
439,1988,PHO,7,322,562,3780,26,19,2027,15,398,44,42,21,12,1
440,2023,PHI,11,369,563,3834,24,16,2190,22,428,46,45,32,30,1
441,2022,PHI,14,350,536,4105,25,9,2509,32,344,55,53,25,22,0
442,2021,PHI,9,307,494,3404,20,10,2715,25,385,44,44,33,30,0
443,2020,PHI,4,334,598,3327,22,20,2027,16,418,26,24,19,14,1
444,2019,PHI,9,391,613,3833,27,8,1939,16,354,37,35,26,22,0
445,2018,PHI,9,422,599,4275,29,11,1570,12,348,35,33,31,26,0
446,2017,PHI,13,341,564,3737,38,9,2115,9,295,44,40,34,29,0
447,2016,PHI,7,380,609,3585,16,14,1813,16,331,31,30,41,35,1
448,2015,PHI,7,405,623,4087,23,18,1743,15,430,44,42,26,21,1
449,2014,PHI,10,384,621,4356,27,21,1992,16,400,54,54,36,32,0
450,2013,PHI,10,310,508,4110,32,9,2566,19,382,45,45,28,23,2
451,2012,PHI,4,367,618,3791,18,15,1874,10,444,26,25,31,27,0
452,2011,PHI,8,330,554,4110,22,25,2276,20,328,46,46,27,24,1
453,2010,PHI,10,348,561,3906,28,13,2324,18,377,47,47,38,32,0
454,2009,PHI,11,335,553,4089,27,13,1637,14,337,45,43,37,32,2
455,2008,PHI,9,362,606,3911,23,16,1697,15,289,45,45,40,33,1
456,2007,PHI,8,350,577,3755,24,15,1974,12,300,36,36,32,24,0
457,2006,PHI,10,323,544,4119,31,9,1984,13,328,48,48,23,18,0
458,2005,PHI,6,337,620,3677,21,20,1432,11,388,33,32,29,22,0
459,2004,PHI,13,336,547,3979,32,11,1639,10,260,42,41,32,27,0
460,2003,PHI,12,279,484,3020,17,11,2015,23,287,42,42,29,24,1
461,2002,PHI,12,318,548,3384,27,11,2220,15,241,43,43,34,30,0
462,2001,PHI,11,300,522,3145,27,14,1778,6,208,38,37,31,26,0
463,2000,PHI,11,331,575,3124,21,15,1882,13,245,36,34,33,29,0
464,1999,PHI,5,235,474,2084,18,18,1746,5,357,27,27,31,21,2
465,1998,PHI,3,282,534,2413,7,18,1775,10,344,17,15,21,14,1
466,1997,PHI,6,330,587,3647,22,16,1943,11,372,33,33,31,22,0
467,1996,PHI,10,328,548,3745,19,18,1882,16,341,40,40,29,25,1
468,1995,PHI,10,284,496,2686,11,19,2121,19,338,33,32,30,22,0
469,1994,PHI,7,316,566,3364,18,14,1761,14,308,33,33,25,21,1
470,1993,PHI,8,328,556,3161,23,13,1761,7,315,35,31,23,16,2
471,1992,PHI,11,255,429,2592,20,13,2388,19,245,44,40,25,16,1
472,1991,PHI,10,285,513,2906,17,27,1396,8,244,29,27,33,28,0
473,1990,PHI,10,281,479,3144,34,13,2556,10,299,48,45,29,21,0
474,1989,PHI,11,294,538,3112,23,16,2208,14,274,40,40,33,20,1
475,1988,PHI,10,309,581,3485,25,17,1945,17,319,43,42,32,23,2
476,1987,PHI,7,283,520,3050,26,16,2027,12,380,40,38,31,19,1
477,1986,PHI,5,268,514,2540,19,17,2002,8,312,27,26,31,20,1
478,1985,PHI,7,290,567,3586,19,28,1630,8,310,29,29,30,25,1
479,1984,PHI,6,331,606,3360,19,17,1338,6,320,27,26,37,30,0
480,1983,PHI,5,252,486,3117,22,18,1417,5,322,27,24,26,15,1
481,1982,PHI,3,168,288,1856,12,13,829,11,195,25,23,9,6,0
482,1981,PHI,10,258,476,3044,25,22,2509,17,221,44,42,31,20,1
483,1980,PHI,12,275,477,3524,28,12,1995,19,222,48,48,31,16,0
484,1979,PHI,11,209,410,2610,21,13,2421,17,282,39,36,31,23,0
485,1978,PHI,9,207,401,2197,16,16,2456,16,250,34,30,17,8,0
486,1977,PHI,5,167,349,1856,18,21,1722,10,207,29,25,15,7,0
487,1976,PHI,4,182,369,1492,11,18,2080,8,286,19,18,16,11,0
488,1975,PHI,4,238,458,2440,19,23,1702,3,302,24,21,29,20,0
489,1974,PHI,7,258,461,2212,14,17,1385,13,217,30,26,16,10,0
490,1973,PHI,5,275,479,2998,23,13,1791,9,393,34,34,40,24,0
491,1972,PHI,2,184,375,2070,10,20,1393,2,352,12,11,35,20,1
492,1971,PHI,6,200,390,2323,13,20,1248,6,302,24,23,37,18,0
493,1970,PHI,3,218,410,2451,16,23,1539,11,332,28,25,25,14,0
494,1969,PHI,4,216,458,2782,20,28,1563,10,377,31,31,30,16,1
495,1968,PHI,2,194,380,2150,16,29,1411,3,351,21,17,30,19,1
496,1967,PHI,6,244,445,3094,30,24,1250,12,409,45,45,19,12,0
497,1966,PHI,9,179,378,1900,14,22,1859,19,340,39,38,25,18,0
498,2019,OAK,7,367,523,3926,22,8,1893,13,419,36,34,26,19,0
499,2018,OAK,4,382,556,3751,19,10,1628,9,467,28,27,32,27,0
500,2017,OAK,6,347,558,3631,23,14,1554,13,373,34,33,21,16,0
501,2016,OAK,12,379,596,4051,29,7,1922,17,385,39,37,35,29,0
502,2015,OAK,7,373,605,3879,34,14,1457,7,399,39,38,26,21,2
503,2014,OAK,3,365,629,3275,22,16,1240,4,452,28,28,22,19,0
504,2013,OAK,4,298,519,3340,17,20,2000,16,453,37,37,30,21,0
505,2012,OAK,4,376,629,4084,24,16,1420,4,443,25,25,34,31,0
506,2011,OAK,8,315,524,3962,20,23,2110,16,433,36,36,35,31,1
507,2010,OAK,8,279,491,3180,18,16,2494,19,371,43,43,41,33,2
508,2009,OAK,5,255,485,2557,10,18,1701,7,379,17,17,29,26,0
509,2008,OAK,5,222,421,2369,13,11,1987,9,388,26,25,30,24,2
510,2007,OAK,4,260,451,2631,17,20,2086,11,398,28,28,32,23,1
511,2006,OAK,2,263,483,2420,7,24,1519,5,332,16,16,25,18,1
512,2005,OAK,4,316,591,3582,21,14,1369,11,383,30,30,30,20,0
513,2004,OAK,5,330,582,3858,24,22,1295,10,442,32,31,28,25,1
514,2003,OAK,4,278,521,2751,9,14,1822,15,379,29,28,25,22,1
515,2002,OAK,11,418,619,4475,26,10,1762,21,304,50,50,33,26,0
516,2001,OAK,10,364,553,3707,27,9,1654,14,327,44,43,32,26,0
517,2000,OAK,12,284,475,3306,28,11,2470,23,299,56,56,34,23,2
518,1999,OAK,8,306,520,3609,24,14,2084,18,329,43,43,38,25,0
519,1998,OAK,8,282,519,3088,21,25,1727,6,356,31,31,27,17,0
520,1997,OAK,4,294,529,3514,29,10,1588,9,419,35,33,22,13,1
521,1996,OAK,7,311,533,3078,28,19,2174,7,293,36,36,31,24,2
522,1995,OAK,8,317,543,3573,25,21,1932,10,332,40,39,27,21,0
523,1981,OAK,7,267,545,2919,18,28,2058,11,343,33,27,24,14,3
524,1980,OAK,11,235,456,2899,23,24,2146,14,306,44,41,37,19,1
525,1979,OAK,9,311,513,3411,27,23,1763,13,337,45,41,27,18,0
526,1978,OAK,9,251,433,2727,16,31,2186,18,283,38,33,20,12,1
527,1977,OAK,11,184,324,2109,21,24,2627,20,230,42,39,28,20,0
528,1976,OAK,13,232,361,2905,33,18,2285,14,237,47,42,19,8,1
529,1975,OAK,11,196,350,2391,19,28,2573,28,255,48,44,21,13,2
530,1974,OAK,12,186,335,2384,28,18,2334,15,228,46,44,17,11,1
531,1973,OAK,9,205,353,2263,16,18,2510,14,175,31,31,33,23,0
532,1972,OAK,10,198,370,2369,23,15,2376,20,248,44,44,26,17,0
533,1971,OAK,8,174,348,2128,21,26,2130,19,278,42,41,22,15,0
534,1970,OAK,8,210,418,2865,28,21,1964,7,293,36,36,29,16,0
535,1969,OAK,12,227,439,3271,36,26,1765,4,242,45,45,37,20,1
536,1968,OAK,12,237,468,3528,31,18,2168,16,233,54,54,34,21,2
537,1967,OAK,13,236,464,3188,33,23,1928,19,233,57,56,30,20,1
538,1966,OAK,8,212,450,3144,26,26,1427,13,288,40,39,30,12,0
539,2023,NYJ,7,356,601,2919,11,15,1647,7,355,17,16,39,36,3
540,2022,NYJ,7,357,627,3723,15,14,1686,13,316,29,28,37,30,2
541,2021,NYJ,4,357,603,3541,20,20,1667,14,504,27,23,27,21,0
542,2020,NYJ,2,292,499,2796,16,14,1683,9,457,24,20,28,21,1
543,2019,NYJ,7,323,521,3111,19,16,1257,6,359,27,23,28,19,2
544,2018,NYJ,4,299,524,3165,18,19,1622,11,441,33,30,36,33,0
545,2017,NYJ,5,323,510,3182,19,12,1702,13,382,29,29,30,25,0
546,2016,NYJ,5,311,550,3466,16,25,1802,10,409,26,24,31,27,0
547,2015,NYJ,10,362,604,4057,33,16,1868,11,314,43,42,33,27,0
548,2014,NYJ,4,287,498,2946,16,15,2280,11,401,23,23,39,32,1
549,2013,NYJ,8,266,480,2932,13,22,2158,12,387,27,27,36,33,1
550,2012,NYJ,6,272,493,2891,14,19,1896,12,375,30,30,27,21,1
551,2011,NYJ,8,310,547,3297,26,18,1692,14,363,44,44,25,19,3
552,2010,NYJ,11,288,525,3242,20,14,2374,14,304,37,37,39,30,2
553,2009,NYJ,9,210,393,2380,12,21,2756,21,236,32,32,36,30,0
554,2008,NYJ,9,347,529,3303,22,23,2004,20,356,41,41,29,24,0
555,2007,NYJ,4,310,512,3014,15,19,1701,6,355,24,23,36,29,0
556,2006,NYJ,10,313,488,3153,17,16,1738,15,295,35,34,27,24,0
557,2005,NYJ,4,268,470,2642,11,15,1328,10,355,24,24,28,22,0
558,2004,NYJ,10,282,438,3050,19,11,2388,15,261,34,33,29,24,0
559,2003,NYJ,6,312,496,3316,20,14,1635,8,299,24,24,32,27,1
560,2002,NYJ,9,329,485,3418,25,10,1618,12,336,37,35,31,24,0
561,2001,NYJ,10,272,464,2741,17,14,2054,11,295,32,32,31,24,0
562,2000,NYJ,9,352,637,3924,23,29,1471,11,321,32,32,34,23,0
563,1999,NYJ,8,272,476,2791,22,16,1961,7,309,29,27,33,27,1
564,1998,NYJ,12,318,532,3836,33,13,1879,12,266,46,45,35,25,1
565,1997,NYJ,9,319,564,3242,20,10,1485,10,287,36,36,41,28,0
566,1996,NYJ,1,339,629,3625,22,30,1583,8,454,27,26,24,17,0
567,1995,NYJ,3,330,589,2788,20,24,1279,2,384,24,24,21,17,1
568,1994,NYJ,6,310,539,3137,18,18,1566,8,320,27,26,23,20,0
569,1993,NYJ,8,294,489,3332,16,12,1880,14,247,31,31,26,17,1
570,1992,NYJ,4,251,495,2679,12,24,1752,8,315,23,23,30,19,1
571,1991,NYJ,8,295,503,3156,12,12,2160,17,293,32,32,43,30,0
572,1990,NYJ,6,246,451,2759,14,11,2127,16,345,32,32,26,23,1
573,1989,NYJ,4,338,570,3415,14,24,1596,11,411,30,29,21,14,1
574,1988,NYJ,8,299,538,3083,20,11,2132,19,354,43,43,28,23,1
575,1987,NYJ,6,302,517,2959,18,15,1671,17,360,38,38,26,20,1
576,1986,NYJ,10,334,537,3646,27,21,1729,16,386,44,44,19,16,1
577,1985,NYJ,11,303,497,3584,25,8,2312,18,264,45,43,34,26,1
578,1984,NYJ,7,272,488,2959,20,21,2189,17,364,40,39,24,17,1
579,1983,NYJ,7,330,559,3425,21,28,2068,11,331,38,37,24,16,0
580,1982,NYJ,6,165,279,1901,16,9,1317,13,166,31,26,17,11,0
581,1981,NYJ,10,283,507,3055,26,14,2341,11,287,39,38,36,25,1
582,1980,NYJ,4,265,481,3009,17,30,1873,17,395,36,36,22,14,1
583,1979,NYJ,8,190,369,2598,16,25,2646,23,383,42,35,30,16,1
584,1978,NYJ,8,193,388,2607,19,28,2250,21,364,42,41,30,22,0
585,1977,NYJ,3,170,360,2002,14,26,1618,6,300,21,18,25,15,1
586,1976,NYJ,3,180,393,1606,7,28,1924,10,383,20,16,16,11,0
587,1975,NYJ,3,174,384,2151,16,33,2079,15,433,30,27,21,13,0
588,1974,NYJ,7,194,369,2436,20,24,1625,12,300,33,27,18,12,0
589,1973,NYJ,4,181,373,2056,16,22,1864,7,306,27,27,24,17,0
590,1972,NYJ,7,172,347,2777,21,22,2010,18,324,41,40,37,27,0
591,1971,NYJ,6,119,278,1379,15,16,1888,12,299,27,26,19,8,0
592,1970,NYJ,4,193,386,2307,14,22,1653,11,286,28,28,35,19,1
593,1969,NYJ,10,203,394,2801,21,20,1782,14,269,33,33,47,32,0
594,1968,NYJ,11,217,436,3439,20,19,1608,22,280,43,43,46,34,1
595,1967,NYJ,8,271,515,3845,27,29,1307,17,329,39,36,32,17,0
596,1966,NYJ,6,251,514,3464,21,29,1442,15,312,35,34,35,18,1
597,2023,NYG,6,338,518,2886,15,12,1874,10,407,25,24,31,22,0
598,2022,NYG,9,346,520,3157,17,6,2519,21,371,34,32,32,29,0
599,2021,NYG,4,351,593,3196,15,20,1688,8,416,17,17,33,29,1
600,2020,NYG,6,321,517,3026,12,11,1768,13,357,23,21,32,31,0
601,2019,NYG,4,376,607,3731,30,17,1685,11,451,39,35,17,12,1
602,2018,NYG,5,382,583,4047,23,12,1650,13,412,32,31,33,32,0
603,2017,NYG,3,373,608,3479,20,14,1549,6,388,23,20,25,18,1
604,2016,NYG,11,377,598,3879,26,16,1412,6,284,35,31,22,21,0
605,2015,NYG,6,392,623,4343,36,14,1609,5,442,45,44,32,30,1
606,2014,NYG,6,383,607,4272,30,14,1603,13,400,44,44,26,24,0
607,2013,NYG,7,325,567,3588,18,29,1332,11,383,31,31,26,23,0
608,2012,NYG,9,323,539,3825,26,15,1862,18,344,46,46,39,33,0
609,2011,NYG,9,359,589,4734,29,16,1427,17,400,43,43,24,19,2
610,2010,NYG,10,339,539,3885,31,25,2200,17,347,47,47,23,19,0
611,2009,NYG,8,338,542,4019,28,14,1837,14,427,45,45,32,27,0
612,2008,NYG,12,298,491,3177,23,10,2518,19,294,41,41,39,36,3
613,2007,NYG,10,302,544,3154,23,20,2148,15,351,42,40,27,23,0
614,2006,NYG,8,301,523,3058,24,18,2156,14,362,38,38,27,23,1
615,2005,NYG,11,294,558,3578,24,17,2209,17,314,43,43,42,35,0
616,2004,NYG,6,269,475,2818,12,13,1904,18,347,33,33,28,22,0
617,2003,NYG,4,344,616,3383,16,20,1559,6,387,23,23,27,20,0
618,2002,NYG,10,338,549,3951,19,14,1875,14,279,32,30,32,26,0
619,2001,NYG,7,327,568,3558,19,16,1777,11,321,30,29,30,23,0
620,2000,NYG,12,311,529,3367,22,13,2009,16,246,37,37,25,19,0
621,1999,NYG,7,350,602,3719,17,20,1408,11,358,28,28,30,25,0
622,1998,NYG,8,265,507,2566,18,15,1889,10,309,32,32,27,21,0
623,1997,NYG,10,249,474,2525,16,12,1988,14,265,29,27,32,22,1
624,1996,NYG,6,238,459,2339,14,21,1603,4,297,22,22,27,24,2
625,1995,NYG,5,260,479,2650,11,13,1833,17,340,28,28,28,20,1
626,1994,NYG,9,226,405,2562,16,18,1754,12,305,28,27,28,22,2
627,1993,NYG,11,257,424,2935,17,9,2210,11,205,29,28,34,26,1
628,1992,NYG,6,232,433,2345,14,10,2077,20,367,36,36,23,18,0
629,1991,NYG,8,261,428,2844,13,8,2064,16,297,30,29,31,24,0
630,1990,NYG,13,231,398,2756,18,5,2049,17,211,39,38,28,21,0
631,1989,NYG,12,248,444,3074,17,16,1889,17,252,37,35,38,29,2
632,1988,NYG,10,290,525,3266,22,14,1689,15,304,41,39,30,24,1
633,1987,NYG,6,265,499,3202,26,22,1457,4,312,29,28,32,20,0
634,1986,NYG,14,260,472,3133,22,22,2245,18,236,41,41,37,26,0
635,1985,NYG,10,275,497,3433,22,20,2451,24,283,47,45,33,22,0
636,1984,NYG,9,288,535,3632,22,18,1660,12,301,35,32,33,17,0
637,1983,NYG,3,284,575,3491,12,31,1794,9,347,23,22,42,35,1
638,1982,NYG,4,161,298,1887,10,9,842,7,160,18,18,21,12,1
639,1981,NYG,9,251,506,2641,16,20,1685,11,257,31,31,38,24,0
640,1980,NYG,4,245,514,2609,19,25,1730,10,425,28,27,24,16,0
641,1979,NYG,6,190,401,1954,15,22,1820,12,323,29,28,20,9,1
642,1978,NYG,6,176,382,2145,13,27,2304,12,298,29,27,29,21,0
643,1977,NYG,5,134,311,1387,6,22,1897,11,265,20,19,23,14,0
644,1976,NYG,3,175,326,1792,9,24,1904,11,250,21,20,21,8,0
645,1975,NYG,5,193,379,2102,11,18,1627,17,306,29,24,11,6,0
646,1974,NYG,2,207,393,2193,12,26,1496,11,299,23,21,19,10,0
647,1973,NYG,2,230,412,2561,14,30,1478,11,362,25,25,28,17,0
648,1972,NYG,8,206,344,2461,20,15,2022,16,247,38,34,31,21,0
649,1971,NYG,4,268,462,2714,14,25,1461,11,362,30,30,17,6,0
650,1970,NYG,9,230,403,2634,19,12,1799,11,270,32,32,41,25,1
651,1969,NYG,6,234,435,2775,24,8,1593,8,298,33,33,21,11,0
652,1968,NYG,7,195,366,2442,21,17,1882,13,325,36,36,24,14,0
653,1967,NYG,7,221,406,3040,33,20,1864,16,379,49,45,21,10,0
654,1966,NYG,1,208,424,2475,20,31,1457,7,501,31,29,28,16,0
655,2023,NWE,4,351,557,3069,16,21,1627,9,366,25,24,25,16,1
656,2022,NWE,8,358,540,3536,19,14,1812,12,347,35,32,37,32,0
657,2021,NWE,10,364,535,3857,24,13,2151,24,303,47,42,39,36,0
658,2020,NWE,7,283,440,2890,12,14,2346,20,353,33,30,28,26,0
659,2019,NWE,12,378,620,3961,25,9,1703,17,225,45,39,34,27,1
660,2018,NWE,11,378,574,4258,29,11,2037,18,325,50,49,32,27,0
661,2017,NWE,13,389,587,4418,32,8,1889,16,296,47,45,40,37,2
662,2016,NWE,14,368,550,4308,32,2,1872,19,250,49,46,32,27,3
663,2015,NWE,12,404,629,4587,36,7,1404,14,315,52,52,36,33,1
664,2014,NWE,12,392,609,4121,34,9,1727,13,313,51,51,37,35,0
665,2013,NWE,12,380,628,4087,25,11,2065,19,338,44,44,41,38,0
666,2012,NWE,12,402,641,4662,34,9,2184,25,331,66,66,35,29,1
667,2011,NWE,13,402,612,5084,39,12,1764,18,342,59,59,33,28,0
668,2010,NWE,14,331,507,3847,37,5,1973,19,313,64,62,25,22,0
669,2009,NWE,10,390,592,4436,28,13,1921,19,285,47,47,31,26,0
670,2008,NWE,11,339,534,3569,21,11,2278,21,309,40,40,40,36,0
671,2007,NWE,16,403,586,4731,50,9,1849,17,274,74,74,24,21,0
672,2006,NWE,12,326,527,3400,25,12,1969,20,237,44,43,26,20,1
673,2005,NWE,10,352,564,4120,28,15,1512,16,338,42,41,25,20,0
674,2004,NWE,14,293,485,3588,29,14,2134,15,260,48,48,33,31,0
675,2003,NWE,14,320,537,3432,23,13,1607,9,238,38,37,34,25,1
676,2002,NWE,9,374,605,3577,28,14,1508,9,346,36,36,30,27,0
677,2001,NWE,11,306,482,3089,21,15,1793,15,272,42,41,30,24,0
678,2000,NWE,5,328,565,3181,18,15,1390,9,338,25,25,33,27,0
679,1999,NWE,8,305,540,3636,19,21,1426,9,284,30,29,33,26,0
680,1998,NWE,9,295,556,3660,23,17,1480,9,329,32,32,39,31,0
681,1997,NWE,10,321,532,3550,31,15,1464,6,289,40,40,29,25,1
682,1996,NWE,11,374,628,3901,27,15,1468,15,313,42,39,35,27,1
683,1995,NWE,6,351,686,3591,14,16,1866,16,377,27,27,33,23,0
684,1994,NWE,10,405,699,4444,25,27,1332,12,312,36,36,35,27,0
685,1993,NWE,5,289,566,3285,17,24,1780,9,286,25,25,31,19,0
686,1992,NWE,2,244,444,2034,13,19,1550,6,363,24,22,17,11,0
687,1991,NWE,6,284,481,3006,11,22,1467,9,305,21,19,29,20,0
688,1990,NWE,1,274,514,2765,14,20,1398,4,446,19,19,22,16,0
689,1989,NWE,5,302,610,3707,17,27,1749,12,391,30,27,40,30,0
690,1988,NWE,9,199,389,2173,12,28,2120,17,284,31,25,24,13,0
691,1987,NWE,8,236,440,2683,22,18,1771,12,293,39,38,28,16,0
692,1986,NWE,11,340,557,3954,29,13,1373,10,307,45,44,41,32,1
693,1985,NWE,11,255,457,3168,20,22,2331,15,290,41,40,30,24,2
694,1984,NWE,9,292,500,3231,26,14,2032,15,352,42,42,28,22,1
695,1983,NWE,8,220,412,2706,16,18,2605,19,289,36,31,22,9,0
696,1982,NWE,5,93,187,1286,12,9,1347,3,157,17,15,13,8,1
697,1981,NWE,2,254,482,3583,17,34,2040,23,370,39,37,24,15,0
698,1980,NWE,10,240,413,3195,27,27,2240,19,325,51,51,34,26,0
699,1979,NWE,9,237,475,3218,30,23,2252,16,326,49,46,33,23,1
700,1978,NWE,11,196,390,2800,15,25,3165,30,286,46,42,24,12,2
701,1977,NWE,9,160,305,2007,17,21,2303,13,217,33,33,21,15,1
702,1976,NWE,11,146,309,1746,18,20,2948,24,236,47,43,25,15,0
703,1975,NWE,3,193,401,2438,16,28,1845,14,358,33,33,17,9,0
704,1974,NWE,7,177,359,2340,19,23,2134,21,289,43,42,22,16,0
705,1973,NWE,5,195,380,2231,13,17,1612,15,300,30,25,29,15,1
706,1972,NWE,3,198,412,2127,10,28,1532,13,446,24,24,16,8,0
707,1971,NWE,6,159,330,1887,19,16,1669,7,325,28,28,21,12,0
708,2023,NOR,9,406,606,3990,28,11,1742,13,327,40,40,37,30,0
709,2022,NOR,7,338,512,3692,24,14,1982,12,345,33,33,31,23,0
710,2021,NOR,9,293,504,3186,29,13,1991,12,335,38,31,30,25,0
711,2020,NOR,12,370,522,3758,28,8,2265,30,337,58,57,28,23,1
712,2019,NOR,13,418,581,4244,36,6,1738,12,341,49,48,36,32,1
713,2018,NOR,13,381,519,4042,33,7,2025,26,353,53,52,30,28,0
714,2017,NOR,11,386,536,4189,23,8,2070,23,326,50,47,36,31,0
715,2016,NOR,7,472,674,5074,38,15,1742,17,454,50,49,34,28,1
716,2015,NOR,7,460,667,4970,32,12,1491,16,476,46,44,26,18,0
717,2014,NOR,7,456,659,4764,33,17,1818,16,424,47,46,22,19,2
718,2013,NOR,11,446,651,4918,39,12,1473,10,304,48,48,32,24,0
719,2012,NOR,7,423,671,4997,43,19,1577,10,454,57,57,22,18,0
720,2011,NOR,13,472,662,5347,46,14,2127,16,339,63,63,34,28,0
721,2010,NOR,11,450,661,4441,33,22,1519,9,307,43,43,31,25,1
722,2009,NOR,13,378,544,4355,34,12,2106,21,341,63,60,28,22,0
723,2008,NOR,8,413,636,4977,34,18,1594,20,393,54,53,27,22,1
724,2007,NOR,7,440,652,4314,28,18,1466,14,388,42,42,22,15,1
725,2006,NOR,10,372,580,4503,27,13,1761,19,322,47,46,26,23,0
726,2005,NOR,3,308,553,3343,15,24,1688,8,398,22,22,32,25,0
727,2004,NOR,8,309,542,3587,21,16,1606,15,405,38,38,27,22,1
728,2003,NOR,8,314,535,3438,25,8,2000,11,326,37,36,30,22,1
729,2002,NOR,9,291,538,3441,27,15,1764,16,388,37,37,35,31,0
730,2001,NOR,7,313,562,3514,27,22,1712,8,409,32,32,31,27,1
731,2000,NOR,10,298,497,3329,22,15,2068,14,305,37,37,29,23,0
732,1999,NOR,3,288,553,3293,16,30,1690,9,434,21,20,29,24,0
733,1998,NOR,6,278,535,3138,19,19,1325,6,359,31,31,22,20,2
734,1997,NOR,6,228,458,2584,13,33,1461,9,327,22,22,27,23,0
735,1996,NOR,3,295,515,2898,13,17,1308,10,339,18,18,25,21,0
736,1995,NOR,7,349,573,3788,26,14,1390,11,348,29,27,31,20,0
737,1994,NOR,7,366,569,3846,22,18,1336,11,407,32,32,39,28,0
738,1993,NOR,8,274,481,2941,18,21,1766,10,343,33,33,35,28,1
739,1992,NOR,12,251,426,3178,19,16,1628,10,202,34,33,34,29,0
740,1991,NOR,11,292,506,3259,20,15,1709,15,211,38,38,32,25,0
741,1990,NOR,8,226,447,2626,15,23,1850,14,275,29,29,27,21,1
742,1989,NOR,9,284,461,3380,23,19,1948,19,301,45,44,29,20,3
743,1988,NOR,10,286,498,3085,21,16,2046,9,283,33,32,36,26,2
744,1987,NOR,12,227,411,2774,23,12,2190,20,283,45,43,42,33,2
745,1986,NOR,7,232,425,2668,13,25,2074,15,287,30,30,30,26,0
746,1985,NOR,5,260,508,2796,20,23,1683,4,401,29,27,35,31,0
747,1984,NOR,7,246,476,2837,21,28,2171,9,361,34,34,27,20,0
748,1983,NOR,8,243,425,2477,14,25,2461,19,337,38,37,24,18,0
749,1982,NOR,4,137,248,1398,8,14,1257,8,160,16,15,13,6,0
750,1981,NOR,4,238,441,2419,8,27,2286,16,378,24,24,25,13,0
751,1980,NOR,1,334,566,3648,26,22,1362,9,487,36,33,22,12,0
752,1979,NOR,8,257,428,3151,16,22,2476,28,360,46,44,21,16,1
